curso,rank,idd,N,std,enem.mean,ies,municipio,stderr,area,ano
1125917,1,1.3851651798381803,18,8.823769563396684,578.7583333333334,3161,2611101,2.0797824313017528,4005,2014
121564,2,1.2685862529584384,25,11.303567667773978,558.7490000000001,409,2606002,2.2607135335547954,4005,2014
111494,3,1.1173702235331031,6,6.472228070959063,498.71250000000003,398,2800308,2.6422760454612635,4005,2014
1151448,4,1.0293691288859583,8,7.999524982915957,499.2125,29,2304400,2.828259180845537,4005,2014
82654,5,0.9673340040342296,9,12.002475569436502,544.286111111111,3172,1302603,4.000825189812168,4005,2014
123224,6,0.9640059878127545,26,10.07622450639581,514.2471153846154,4786,1702208,1.9761102069790026,4005,2014
1103664,7,0.7814802185286454,15,12.841470874334037,558.1483333333333,14509,2930105,3.315653522473555,4005,2014
117316,8,0.6637811302385742,81,11.531935433418505,494.2540123456791,600,2111300,1.2813261592687228,4005,2014
68065,9,0.5964500346592831,6,9.420200069527763,454.0416666666667,719,5102504,3.845780574212273,4005,2014
1127865,10,0.5062084280682263,4,13.611453436297234,522.4437499999999,3165,3170206,6.805726718148617,4005,2014
121227,11,0.38594366713285655,68,10.469604585409382,502.4499999999999,398,2800308,1.269626046002761,4005,2014
43917,12,0.2664051079216785,3,13.367520729141038,588.1166666666667,587,2611606,7.717741691367482,4005,2014
1189581,13,0.15815771593606498,18,9.430821274936429,543.4388888888889,15522,1600303,2.2228658918886373,4005,2014
1111794,14,0.1278996122301423,25,9.5377124282346,558.2759999999998,590,1501402,1.90754248564692,4005,2014
1151121,15,0.09319511801404076,6,9.498557965597445,498.89583333333326,756,2211001,3.877770051327066,4005,2014
56196,16,0.08703509921812212,12,9.558981635654213,531.6833333333333,626,4313508,2.759440310261825,4005,2014
1127560,17,-0.022151582369579495,21,15.178158742206739,528.9440476190475,4786,1718204,3.312145778391338,4005,2014
47045,18,-0.04090925218847075,2,9.123107227272886,558.7625,4502,3304557,6.451010985896659,4005,2014
110364,19,-0.22118839721708872,6,3.763743815737583,482.27916666666664,1420,3514403,1.536541978518805,4005,2014
1125808,20,-0.3762333672017965,2,16.920837807208258,652.8499999999999,599,2925303,11.96483915683467,4005,2014
1103908,21,-0.4258105459582539,8,11.551888420929034,527.815625,278,3304557,4.084209318974639,4005,2014
1184491,22,-0.4889959236556962,39,10.992748332255061,520.2897435897436,40,2927408,1.7602484956879536,4005,2014
1151293,23,-0.553265178572577,2,6.462160488322737,422.3125,756,2211209,4.569437502408778,4005,2014
80916,24,-0.6082940757171349,12,6.275710376721949,558.8645833333335,719,5103205,1.8116415376782726,4005,2014
5001162,25,-0.639514938788053,12,10.541731152730307,518.1395833333333,47,5201108,3.0431356593767536,4005,2014
90677,26,-0.7185653150415487,15,9.848618975578491,486.01000000000005,3172,1301902,2.5429024850371897,4005,2014
150102,27,-0.771964345691673,12,7.776829645834787,545.4062500000001,1028,5006200,2.244977344732288,4005,2014
113671,28,-1.4835092047164533,60,10.760260898215938,556.6620833333333,587,2611606,1.3891437086545728,4005,2014
114053,29,-1.5236864082862802,32,10.988708194620525,516.9382812499999,550,2510808,1.9425475202240892,4005,2014
123336,30,-2.524298373605903,65,13.531322601241367,538.0488461538461,1808,3205309,1.6783540074859309,4005,2014
